Income,Age,City_Tier,Occupation,Entertainment,Rent,Healthcare,Eating_Out,Groceries,Transport
15789.98007,49,Tier_1,Retired,618.7315032,4736.994022,746.3288233,407.7727205,2090.01972,1051.512368
26368.46563,35,Tier_1,Professional,657.0529497,7910.539688,1309.686986,692.1512582,2654.593954,1995.329754
41447.93524,50,Tier_1,Student,1572.32839,12434.38057,1565.756924,1092.164362,4455.125668,2401.544431
135659.2331,31,Tier_1,Student,3480.591066,40697.76994,5110.1369,2747.097597,15621.21974,7877.767529
34496.56079,23,Tier_3,Self_Employed,707.1475512,5174.484119,1450.966479,693.8019252,4724.974503,1872.873953
36864.08218,28,Tier_3,Professional,992.4805384,5529.612326,1460.574142,1623.569745,4459.510797,1998.381698
28265.46239,63,Tier_2,Student,1234.473564,5653.092478,990.5632321,955.9517608,3452.860178,1499.810395
6463.561033,37,Tier_1,Retired,284.4548931,1939.06831,223.3156222,135.0123976,741.8261325,327.9438829
29370.36819,46,Tier_3,Professional,719.2758133,4405.555228,1422.439047,1318.916703,4175.519186,1664.671985
31480.9169,52,Tier_2,Student,1149.120386,6296.18338,1041.040595,1063.424192,4664.775549,1817.570905
215248.0473,33,Tier_1,Self_Employed,8137.373861,64574.4142,7191.376423,6799.328377,32106.58926,14442.52527
25721.02137,24,Tier_2,Student,852.2024203,5144.204275,1164.217662,536.5789789,3243.180414,1489.05163
38184.71312,57,Tier_2,Professional,1648.612871,7636.942625,1893.451619,1166.49031,3902.733183,2969.547472
29178.3783,53,Tier_1,Self_Employed,1320.645934,8753.513491,919.4805885,597.4624691,3061.043488,1498.590795
11778.25402,61,Tier_1,Student,437.3228814,3533.476206,544.337034,286.2629012,1691.660837,739.3687164
74847.71879,61,Tier_2,Professional,1533.131122,14969.54376,3031.706682,2628.290075,9718.605428,4131.410442
54748.16257,48,Tier_1,Professional,2646.387936,16424.44877,1720.644072,1797.273421,5969.26245,2810.431507
56487.70135,59,Tier_1,Self_Employed,1534.785087,16946.31041,2733.464592,1247.131382,7164.957974,3471.324505
14493.31368,61,Tier_1,Self_Employed,512.4766169,4347.994105,457.2933862,307.7472012,1895.229158,1017.210644
92151.39574,60,Tier_3,Retired,2986.457118,13822.70936,3907.23896,3629.757727,13165.17207,7110.063448
9773.909421,60,Tier_2,Retired,289.5733078,1954.781884,414.0978443,250.1198464,1300.043163,498.310074
47975.14464,64,Tier_2,Student,1266.942178,9595.028927,2070.52667,2305.319374,5957.812037,3559.25882
173046.7661,23,Tier_2,Retired,7193.008799,34609.35322,7967.354821,6470.91364,22522.22809,9437.515362
13582.3115,46,Tier_2,Retired,318.5282336,2716.462301,610.0816485,331.8673274,1449.143199,833.011286
19070.8158,44,Tier_2,Self_Employed,876.520871,3814.16316,614.9356374,803.545952,2140.117727,1324.139735
32489.54917,60,Tier_1,Student,1330.912943,9746.864752,1434.177809,1407.386527,4108.92548,1897.51653
20053.76383,19,Tier_2,Professional,764.7047339,4010.752766,611.4954536,775.5572411,2219.771443,1550.130983
8676.920085,39,Tier_1,Self_Employed,320.5276987,2603.076026,406.5453181,361.4325647,1295.196949,573.5977937
31691.4764,26,Tier_2,Professional,1069.892731,6338.29528,1174.571448,1539.561328,4038.60582,2178.66302
12824.46161,28,Tier_3,Retired,306.5755426,1923.669242,578.7637079,331.1936218,1374.187684,711.2966014
43819.16708,33,Tier_1,Retired,1718.768946,13145.75012,1676.387314,1924.645851,6403.704208,2775.555334
14377.40669,62,Tier_2,Retired,432.1375925,2875.481337,432.7846459,467.2482661,1947.758163,719.5540538
103662.964,30,Tier_1,Professional,4568.487789,31098.8892,4240.84571,3463.867246,10567.82001,6750.344688
16032.12862,35,Tier_3,Student,549.7213782,2404.819294,606.7832969,620.9476438,1894.520343,1039.951713
23185.98888,42,Tier_2,Self_Employed,876.4892422,4637.197776,861.6386437,751.4267013,2812.283435,1430.229719
57513.00842,50,Tier_3,Retired,2551.40602,8626.951263,2170.814604,1235.68189,7273.593232,3900.743643
11206.63405,27,Tier_2,Retired,331.7299395,2241.326809,500.3768945,256.2282416,1297.722738,812.2611009
35987.27232,47,Tier_1,Student,930.2669445,10796.1817,1351.221888,1518.393873,4897.408749,1858.774197
85362.90042,18,Tier_3,Self_Employed,3397.413261,12804.43506,3926.656278,2204.793799,10867.24768,4970.893828
8291.333345,50,Tier_2,Student,382.9941798,1658.266669,274.1241603,253.0809184,848.6518072,452.0708619
34775.19928,32,Tier_2,Student,1581.096783,6955.039857,1135.942221,835.5377435,3614.375931,2013.121958
36932.93192,46,Tier_2,Retired,1809.974943,7386.586384,1145.108423,1265.105859,4300.755731,2023.860142
56073.07098,19,Tier_1,Retired,1855.878232,16821.92129,2155.096891,1370.595223,7433.280524,4153.100435
11152.20028,28,Tier_2,Student,478.6556275,2230.440056,483.3337418,541.340177,1476.657843,577.3152151
10431.52104,51,Tier_2,Professional,509.9825007,2086.304207,495.0370473,515.2515562,1140.549784,560.6184405
45547.26756,58,Tier_3,Retired,1788.020999,6832.090134,2267.236338,1100.422145,6587.713738,3100.288376
38045.58782,36,Tier_1,Self_Employed,1326.209313,11413.67635,1758.768972,1479.35036,4782.513112,3036.24747
36656.53284,19,Tier_2,Retired,1551.312301,7331.306569,1734.253185,1682.455275,4729.497673,2844.727186
39581.26694,37,Tier_3,Professional,1009.669081,5937.190041,1809.258867,1341.547356,5520.304621,2709.271041
17412.31308,58,Tier_1,Professional,608.4854736,5223.693925,791.7360935,355.8521369,1841.34827,1078.94397
36125.54885,48,Tier_1,Student,1356.62789,10837.66465,1168.009947,789.8327039,4558.982523,2225.598072
37926.70041,21,Tier_1,Student,1535.808064,11378.01012,1463.238655,1501.690806,5111.40795,2881.593225
16940.65319,46,Tier_2,Professional,416.5681142,3388.130637,622.8602466,673.033353,1867.171488,864.3767429
133462.0264,47,Tier_2,Self_Employed,3892.275796,26692.40527,5425.46228,5264.552066,14502.33326,7832.472692
43827.59836,30,Tier_3,Student,1272.307239,6574.139753,1791.422081,1579.053076,6434.360582,2376.78979
11566.98112,32,Tier_2,Professional,392.3079185,2313.396224,539.0534631,557.3478465,1607.501371,649.179437
50726.08466,37,Tier_2,Self_Employed,1735.117882,10145.21693,1641.833751,2049.09057,5140.138217,2657.05309
13755.68297,51,Tier_3,Self_Employed,505.5435752,2063.352445,629.9338625,276.8293168,1652.475556,794.346885
56309.60163,45,Tier_1,Professional,2558.355797,16892.88049,2704.738339,2112.101361,6147.831603,3223.1421
75798.14688,37,Tier_2,Professional,3288.139662,15159.62938,2558.419104,3108.567673,8779.326685,4381.170294
15559.19103,42,Tier_2,Self_Employed,355.1711663,3111.838206,733.3763192,448.708476,1779.26922,882.7283516
64838.41716,44,Tier_1,Self_Employed,1316.026674,19451.52515,2289.183978,2755.418086,9723.590043,3679.409934
41738.42316,47,Tier_3,Professional,939.9547816,6260.763474,1407.529139,1748.452431,6209.739095,3110.274208
57907.41892,58,Tier_2,Professional,2176.568475,11581.48378,2004.172756,1566.828465,6049.114781,4163.860594
136815.29,37,Tier_3,Retired,4110.414147,20522.2935,4469.731813,6821.496227,15328.20863,9653.337808
24652.71136,18,Tier_3,Self_Employed,1078.735156,3697.906704,1131.84331,839.0677456,3426.36079,1408.880534
16415.21174,52,Tier_2,Student,656.631947,3283.042348,726.5614705,519.037458,2161.176609,1115.575479
14725.57588,60,Tier_3,Retired,383.2844401,2208.836382,475.8182617,422.5314506,1530.223711,1067.10492
15619.95328,41,Tier_2,Retired,415.7876139,3123.990657,481.8715184,665.9322541,1600.901211,879.6012205
28205.47235,42,Tier_3,Self_Employed,1235.637906,4230.820853,1292.250283,621.1943515,3052.96727,1763.650388
39413.91638,57,Tier_1,Self_Employed,1571.669369,11824.17491,1883.157094,1890.373662,4794.882742,2647.918584
37432.90091,29,Tier_1,Retired,1142.507461,11229.87027,1237.112494,1165.79625,5362.559592,2153.465459
58145.23782,28,Tier_1,Self_Employed,2779.030394,17443.57135,2404.656994,2814.731388,6896.813668,4179.785619
30313.67392,47,Tier_1,Self_Employed,958.7582167,9094.102176,1249.431392,1220.597028,3461.75004,2043.220277
95968.94441,30,Tier_2,Student,2220.871189,19193.78888,3976.889965,3572.355109,11034.90616,5677.545814
24275.60448,64,Tier_1,Professional,637.9299838,7282.681343,753.6537701,1123.776574,3189.854474,1477.827254
264365.5263,42,Tier_1,Retired,7328.982041,79309.6579,7984.913225,12301.37841,31318.60347,16117.44506
49488.05166,42,Tier_1,Self_Employed,2402.254979,14846.4155,1923.023043,2011.340916,6077.245486,3171.912263
15111.7311,34,Tier_2,Professional,513.2793593,3022.346221,457.2127453,399.9439618,1819.311251,1002.294969
12736.64642,29,Tier_1,Professional,503.9806838,3820.993926,567.570384,284.0173393,1518.437064,819.7286755
44131.56623,28,Tier_2,Professional,1065.537512,8826.313245,1382.878343,1797.287185,4775.915653,2407.482495
25088.94105,27,Tier_1,Self_Employed,893.1567438,7526.682315,821.8389013,1011.768471,3669.840748,1755.204147
53111.72836,34,Tier_2,Retired,2426.49008,10622.34567,2383.708981,2450.928977,5671.594208,2821.266835
43806.731,62,Tier_1,Retired,877.3755353,13142.0193,2088.700304,1758.909912,5675.972153,2410.436234
28302.05032,33,Tier_1,Self_Employed,1168.341454,8490.615096,963.2806903,613.5525806,2914.397044,1971.124536
15237.54438,37,Tier_2,Self_Employed,672.118809,3047.508876,722.2836761,636.6520459,1661.798575,966.709981
8929.135681,22,Tier_3,Retired,186.1327723,1339.370352,291.38852,261.4205894,1039.056885,599.2395441
20988.72566,58,Tier_2,Retired,692.0490403,4197.745131,957.4754174,473.1373769,2305.022085,1223.940165
59520.23966,49,Tier_3,Retired,1960.781485,8928.03595,1970.481462,2933.550424,7094.0177,3097.823635
35604.5122,44,Tier_2,Student,1654.718355,7120.90244,1132.992444,1742.614539,4795.292826,2783.879945
11074.07021,21,Tier_2,Professional,353.9143416,2214.814043,466.1564564,547.818618,1465.976835,726.3477277
34458.03209,58,Tier_3,Student,1568.078427,5168.704813,1353.46465,891.3025518,4392.624918,2197.777533
40831.3956,24,Tier_2,Student,1083.609559,8166.27912,1640.030395,1188.780331,4702.550125,3185.831053
14792.3689,63,Tier_1,Self_Employed,302.6186608,4437.710669,652.8330934,732.9362808,2104.315686,1176.162824
33925.85698,31,Tier_3,Professional,982.6945515,5088.878547,1347.909841,1348.721873,4849.247711,1752.591522
31430.04732,56,Tier_1,Professional,1486.218217,9429.014196,1464.795163,978.6800868,3488.347834,1872.913645
12022.99593,41,Tier_2,Retired,349.4824048,2404.599186,483.838521,457.7384167,1784.297645,831.0666701
39941.95479,35,Tier_1,Self_Employed,1097.488788,11982.58644,1256.038541,1842.686052,4321.930057,3067.853065
46984.84029,55,Tier_1,Self_Employed,1039.411218,14095.45209,1438.184837,1954.444033,5305.98521,3173.359449
71352.92771,56,Tier_2,Retired,2003.666418,14270.58554,2952.063067,2068.703698,9730.265806,5673.905618
69702.69783,57,Tier_1,Retired,1437.228423,20910.80935,2700.833754,1621.544806,9489.233079,4910.920346
9964.829935,18,Tier_3,Student,238.0228107,1494.72449,340.3171489,386.2353411,1114.147987,501.4115592
14167.31215,34,Tier_2,Retired,645.7539644,2833.46243,455.131508,295.2464972,1784.317051,917.0459025
45296.31105,43,Tier_2,Retired,1614.691158,9059.26221,1757.294927,954.9902006,4590.369591,3563.192447
45251.06213,39,Tier_2,Self_Employed,1694.955556,9050.212426,1687.105384,1513.989573,5826.377076,2506.425896
45296.76109,56,Tier_2,Student,1281.594294,9059.352217,1555.01946,1897.841506,6624.168717,3536.323726
654180.0204,35,Tier_2,Professional,30092.05836,130836.0041,25048.72128,19972.85937,71195.17938,37973.21984
47366.24244,55,Tier_2,Student,1288.303607,9473.248488,2316.67579,960.7643328,4770.989131,3665.671561
74414.43143,45,Tier_3,Self_Employed,1575.201153,11162.16471,3196.777585,3668.140065,10345.10908,5082.468322
64353.98071,38,Tier_3,Professional,1830.255383,9653.097107,1964.025416,1838.388866,9473.275158,3927.763584
50517.02371,55,Tier_1,Student,2439.47535,15155.10711,2311.647534,2275.023698,5748.272154,3905.967633
23312.32023,50,Tier_3,Retired,597.304794,3496.848034,794.9925002,889.195346,3366.653801,1227.042939
55057.20624,47,Tier_2,Student,2450.120386,11011.44125,2078.266592,1816.075049,6759.50003,3972.314089
16166.4355,59,Tier_3,Professional,654.1815693,2424.965325,789.5225673,516.6484188,2256.416106,1096.136955
24822.30133,25,Tier_2,Student,1225.565747,4964.460266,839.5202392,1077.549061,2856.560014,1523.110604
20346.45191,47,Tier_2,Student,769.3279881,4069.290382,971.1869101,665.467356,2979.945814,1344.529681
32030.76007,56,Tier_1,Student,1086.704378,9609.22802,1144.326764,1246.721796,3318.572546,2334.444017
191124.3446,26,Tier_2,Retired,4391.767165,38224.86892,8101.2906,7509.468004,27502.85668,10227.66188
6735.454074,50,Tier_2,Self_Employed,271.2025572,1347.090815,220.4955912,213.4076087,786.4216037,390.2397438
51946.04241,60,Tier_2,Self_Employed,1400.99979,10389.20848,2389.622379,1147.01253,5206.080768,3191.026418
8256.697463,46,Tier_2,Self_Employed,214.2736316,1651.339493,260.6549112,186.0960953,948.428923,594.2527478
20566.26041,48,Tier_2,Student,557.3695747,4113.252083,923.3035808,939.8050621,2890.796176,1584.755909
71690.47254,20,Tier_2,Professional,1989.765386,14338.09451,2192.605567,1885.000172,7512.694173,5590.815883
31583.07567,55,Tier_3,Student,1388.344996,4737.46135,1484.957661,1354.692885,4207.138824,1939.402119
12667.01739,28,Tier_3,Student,441.7967188,1900.052608,631.6050291,302.6102871,1807.667582,807.2952918
16927.75215,22,Tier_2,Self_Employed,789.830811,3385.55043,690.5097431,817.8334928,1954.324319,1307.141105
51669.90898,48,Tier_3,Self_Employed,2372.604273,7750.486348,2433.824007,1200.730597,6299.486549,2670.144189
16724.99114,37,Tier_2,Retired,553.2183594,3344.998228,636.5529491,339.1967272,1682.725347,1204.383975
35671.93529,21,Tier_2,Student,1070.653706,7134.387058,1653.591361,1520.687351,3954.658774,2421.327531
31113.90588,25,Tier_1,Retired,936.4431699,9334.171763,1464.718849,1447.412532,3419.805738,1725.75223
17812.7965,59,Tier_3,Retired,419.883914,2671.919475,535.0396596,566.9716703,2526.077621,1318.417614
166726.1512,52,Tier_2,Retired,6363.001301,33345.23023,7505.134377,3477.712194,24109.88329,8711.6226
49815.81976,30,Tier_1,Self_Employed,1076.039033,14944.74593,1606.086944,2280.767964,6322.109874,2678.860194
5936.283786,22,Tier_2,Retired,253.4015409,1187.256757,220.3960949,179.4058788,766.4123705,394.5212389
34825.88156,57,Tier_2,Student,827.2033527,6965.176313,1420.61432,1692.526499,3598.766408,2062.834195
17668.23174,36,Tier_3,Retired,776.577844,2650.234761,724.3239394,774.7918586,2257.346542,940.3811502
59331.71877,35,Tier_2,Self_Employed,2728.936383,11866.34375,2163.92363,2230.937663,6693.549454,4211.93602
15913.70664,50,Tier_2,Student,488.3951903,3182.741329,613.4643223,654.1213479,1895.183403,871.4180627
27368.92453,21,Tier_2,Student,974.0984996,5473.784906,1146.994726,1064.272299,3378.008495,2173.42246
44933.66112,35,Tier_2,Professional,1188.899169,8986.732225,2174.464805,1864.168179,5805.268962,3510.590291
59967.42733,63,Tier_1,Self_Employed,2096.743721,17990.2282,2141.575558,2141.875314,7536.758763,3727.474516
11484.06309,41,Tier_2,Professional,414.8635646,2296.812618,424.8206084,433.1247218,1219.625257,831.6451721
22956.39147,60,Tier_3,Self_Employed,506.6815247,3443.45872,720.5714567,788.8842853,2856.028441,1703.50276
20516.73989,46,Tier_1,Self_Employed,593.2866876,6155.021966,637.2703365,641.8411231,2336.134208,1369.912215
17788.17651,48,Tier_3,Self_Employed,860.5205773,2668.226477,677.8614015,371.9459577,2557.426369,1321.846622
123169.416,45,Tier_2,Professional,4474.929745,24633.88321,4329.275187,2859.840434,13313.54769,9097.632185
41478.81232,26,Tier_1,Retired,943.059931,12443.6437,1251.66758,959.8907974,5502.871875,3302.835666
10940.70479,62,Tier_1,Self_Employed,400.27092,3282.211437,337.109167,376.432863,1532.695458,641.8460576
62520.02712,43,Tier_1,Student,2483.779846,18756.00814,2878.584336,2732.068676,6507.214218,4771.093198
163845.2425,64,Tier_2,Student,5321.595664,32769.04851,7183.435435,6663.474478,20945.9384,11481.58702
68523.00923,19,Tier_1,Self_Employed,3005.42244,20556.90277,2778.379629,1795.894551,7661.369338,3782.26905
8896.886721,23,Tier_1,Self_Employed,379.3978826,2669.066016,417.9150994,380.9061276,971.9762324,487.3884322
